game_id,owners,average_forever,average_2weeks,median_forever,median_2weeks,players_forever,players_2weeks,price,initialprice,discount,ccu,followers
730,"100,000,000 .. 200,000,000",31519,770,5342,335,,,0,0,0,1013936,
1172710,"0 .. 20,000",950,951,718,718,,,4999,4999,0,0,
1551360,"5,000,000 .. 10,000,000",3482,227,1390,85,,,2999,5999,50,10009,
2622380,"2,000,000 .. 5,000,000",1415,1415,1215,1215,,,3999,3999,0,163599,
3489700,"0 .. 20,000",0,0,0,0,,,5999,5999,0,0,
2138720,"0 .. 20,000",0,0,0,0,,,2999,2999,0,0,
346110,"20,000,000 .. 50,000,000",11027,1299,948,339,,,449,1499,70,22170,
2050650,"5,000,000 .. 10,000,000",2292,274,1568,126,,,1999,3999,50,3748,
1627720,"1,000,000 .. 2,000,000",1581,326,1253,292,,,2999,5999,50,1363,
381210,"20,000,000 .. 50,000,000",10748,637,1361,202,,,1999,1999,0,44886,
